id_producto,tipo_movimiento,cantidad,motivo,usuario
343,SALIDA,1000,Retirada masiva inventario,admin
344,SALIDA,1000,Retirada masiva inventario,admin
345,SALIDA,1000,Retirada masiva inventario,admin
346,SALIDA,1000,Retirada masiva inventario,admin
347,SALIDA,1000,Retirada masiva inventario,admin
348,SALIDA,1000,Retirada masiva inventario,admin
349,SALIDA,1000,Retirada masiva inventario,admin
350,SALIDA,1000,Retirada masiva inventario,admin
351,SALIDA,1000,Retirada masiva inventario,admin
352,SALIDA,1000,Retirada masiva inventario,admin
353,SALIDA,1000,Retirada masiva inventario,admin
354,SALIDA,1000,Retirada masiva inventario,admin
355,SALIDA,1000,Retirada masiva inventario,admin
356,SALIDA,1000,Retirada masiva inventario,admin
357,SALIDA,1000,Retirada masiva inventario,admin
358,SALIDA,1000,Retirada masiva inventario,admin
359,SALIDA,1000,Retirada masiva inventario,admin
360,SALIDA,1000,Retirada masiva inventario,admin
361,SALIDA,1000,Retirada masiva inventario,admin
362,SALIDA,1000,Retirada masiva inventario,admin
363,SALIDA,1000,Retirada masiva inventario,admin
364,SALIDA,1000,Retirada masiva inventario,admin
365,SALIDA,1000,Retirada masiva inventario,admin
366,SALIDA,1000,Retirada masiva inventario,admin
367,SALIDA,1000,Retirada masiva inventario,admin
368,SALIDA,1000,Retirada masiva inventario,admin
369,SALIDA,1000,Retirada masiva inventario,admin
370,SALIDA,1000,Retirada masiva inventario,admin
371,SALIDA,1000,Retirada masiva inventario,admin
372,SALIDA,1000,Retirada masiva inventario,admin
373,SALIDA,1000,Retirada masiva inventario,admin
374,SALIDA,1000,Retirada masiva inventario,admin
375,SALIDA,1000,Retirada masiva inventario,admin
376,SALIDA,1000,Retirada masiva inventario,admin
377,SALIDA,1000,Retirada masiva inventario,admin
378,SALIDA,1000,Retirada masiva inventario,admin
379,SALIDA,1000,Retirada masiva inventario,admin
380,SALIDA,1000,Retirada masiva inventario,admin
381,SALIDA,1000,Retirada masiva inventario,admin
382,SALIDA,1000,Retirada masiva inventario,admin
383,SALIDA,1000,Retirada masiva inventario,admin
384,SALIDA,1000,Retirada masiva inventario,admin
385,SALIDA,1000,Retirada masiva inventario,admin
386,SALIDA,1000,Retirada masiva inventario,admin
387,SALIDA,1000,Retirada masiva inventario,admin
388,SALIDA,1000,Retirada masiva inventario,admin
389,SALIDA,1000,Retirada masiva inventario,admin
390,SALIDA,1000,Retirada masiva inventario,admin
391,SALIDA,1000,Retirada masiva inventario,admin
392,SALIDA,1000,Retirada masiva inventario,admin
393,SALIDA,1000,Retirada masiva inventario,admin
394,SALIDA,1000,Retirada masiva inventario,admin
395,SALIDA,1000,Retirada masiva inventario,admin
396,SALIDA,1000,Retirada masiva inventario,admin
397,SALIDA,1000,Retirada masiva inventario,admin
398,SALIDA,1000,Retirada masiva inventario,admin
399,SALIDA,1000,Retirada masiva inventario,admin
400,SALIDA,1000,Retirada masiva inventario,admin
401,SALIDA,1000,Retirada masiva inventario,admin
402,SALIDA,1000,Retirada masiva inventario,admin
403,SALIDA,1000,Retirada masiva inventario,admin
404,SALIDA,1000,Retirada masiva inventario,admin
405,SALIDA,1000,Retirada masiva inventario,admin
406,SALIDA,1000,Retirada masiva inventario,admin
407,SALIDA,1000,Retirada masiva inventario,admin
408,SALIDA,1000,Retirada masiva inventario,admin
409,SALIDA,1000,Retirada masiva inventario,admin
410,SALIDA,1000,Retirada masiva inventario,admin
411,SALIDA,1000,Retirada masiva inventario,admin
412,SALIDA,1000,Retirada masiva inventario,admin
413,SALIDA,1000,Retirada masiva inventario,admin
414,SALIDA,1000,Retirada masiva inventario,admin
415,SALIDA,1000,Retirada masiva inventario,admin
416,SALIDA,1000,Retirada masiva inventario,admin
417,SALIDA,1000,Retirada masiva inventario,admin
418,SALIDA,1000,Retirada masiva inventario,admin
419,SALIDA,1000,Retirada masiva inventario,admin
420,SALIDA,1000,Retirada masiva inventario,admin
421,SALIDA,1000,Retirada masiva inventario,admin
422,SALIDA,1000,Retirada masiva inventario,admin
423,SALIDA,1000,Retirada masiva inventario,admin
424,SALIDA,1000,Retirada masiva inventario,admin
425,SALIDA,1000,Retirada masiva inventario,admin
426,SALIDA,1000,Retirada masiva inventario,admin
427,SALIDA,1000,Retirada masiva inventario,admin
428,SALIDA,1000,Retirada masiva inventario,admin
429,SALIDA,1000,Retirada masiva inventario,admin
430,SALIDA,1000,Retirada masiva inventario,admin
431,SALIDA,1000,Retirada masiva inventario,admin
432,SALIDA,1000,Retirada masiva inventario,admin
433,SALIDA,1000,Retirada masiva inventario,admin
434,SALIDA,1000,Retirada masiva inventario,admin
435,SALIDA,1000,Retirada masiva inventario,admin
436,SALIDA,1000,Retirada masiva inventario,admin
437,SALIDA,1000,Retirada masiva inventario,admin
438,SALIDA,1000,Retirada masiva inventario,admin
439,SALIDA,1000,Retirada masiva inventario,admin
440,SALIDA,1000,Retirada masiva inventario,admin
441,SALIDA,1000,Retirada masiva inventario,admin
442,SALIDA,1000,Retirada masiva inventario,admin
443,SALIDA,1000,Retirada masiva inventario,admin
444,SALIDA,1000,Retirada masiva inventario,admin
445,SALIDA,1000,Retirada masiva inventario,admin
446,SALIDA,1000,Retirada masiva inventario,admin
447,SALIDA,1000,Retirada masiva inventario,admin
448,SALIDA,1000,Retirada masiva inventario,admin
449,SALIDA,1000,Retirada masiva inventario,admin
450,SALIDA,1000,Retirada masiva inventario,admin
451,SALIDA,1000,Retirada masiva inventario,admin
452,SALIDA,1000,Retirada masiva inventario,admin
453,SALIDA,1000,Retirada masiva inventario,admin
454,SALIDA,1000,Retirada masiva inventario,admin
455,SALIDA,1000,Retirada masiva inventario,admin
456,SALIDA,1000,Retirada masiva inventario,admin
457,SALIDA,1000,Retirada masiva inventario,admin
458,SALIDA,1000,Retirada masiva inventario,admin
459,SALIDA,1000,Retirada masiva inventario,admin
460,SALIDA,1000,Retirada masiva inventario,admin
461,SALIDA,1000,Retirada masiva inventario,admin
462,SALIDA,1000,Retirada masiva inventario,admin
463,SALIDA,1000,Retirada masiva inventario,admin
464,SALIDA,1000,Retirada masiva inventario,admin
465,SALIDA,1000,Retirada masiva inventario,admin
466,SALIDA,1000,Retirada masiva inventario,admin
467,SALIDA,1000,Retirada masiva inventario,admin
468,SALIDA,1000,Retirada masiva inventario,admin
469,SALIDA,1000,Retirada masiva inventario,admin
470,SALIDA,1000,Retirada masiva inventario,admin
471,SALIDA,1000,Retirada masiva inventario,admin
472,SALIDA,1000,Retirada masiva inventario,admin
473,SALIDA,1000,Retirada masiva inventario,admin
474,SALIDA,1000,Retirada masiva inventario,admin
475,SALIDA,1000,Retirada masiva inventario,admin
476,SALIDA,1000,Retirada masiva inventario,admin
477,SALIDA,1000,Retirada masiva inventario,admin
478,SALIDA,1000,Retirada masiva inventario,admin
479,SALIDA,1000,Retirada masiva inventario,admin
480,SALIDA,1000,Retirada masiva inventario,admin
481,SALIDA,1000,Retirada masiva inventario,admin
482,SALIDA,1000,Retirada masiva inventario,admin
483,SALIDA,1000,Retirada masiva inventario,admin
484,SALIDA,1000,Retirada masiva inventario,admin
485,SALIDA,1000,Retirada masiva inventario,admin
486,SALIDA,1000,Retirada masiva inventario,admin
487,SALIDA,1000,Retirada masiva inventario,admin
488,SALIDA,1000,Retirada masiva inventario,admin
489,SALIDA,1000,Retirada masiva inventario,admin
490,SALIDA,1000,Retirada masiva inventario,admin
491,SALIDA,1000,Retirada masiva inventario,admin
492,SALIDA,1000,Retirada masiva inventario,admin
493,SALIDA,1000,Retirada masiva inventario,admin
494,SALIDA,1000,Retirada masiva inventario,admin
495,SALIDA,1000,Retirada masiva inventario,admin
496,SALIDA,1000,Retirada masiva inventario,admin
497,SALIDA,1000,Retirada masiva inventario,admin
498,SALIDA,1000,Retirada masiva inventario,admin
499,SALIDA,1000,Retirada masiva inventario,admin
500,SALIDA,1000,Retirada masiva inventario,admin
501,SALIDA,1000,Retirada masiva inventario,admin
502,SALIDA,1000,Retirada masiva inventario,admin
503,SALIDA,1000,Retirada masiva inventario,admin
504,SALIDA,1000,Retirada masiva inventario,admin
505,SALIDA,1000,Retirada masiva inventario,admin
506,SALIDA,1000,Retirada masiva inventario,admin
507,SALIDA,1000,Retirada masiva inventario,admin
508,SALIDA,1000,Retirada masiva inventario,admin
509,SALIDA,1000,Retirada masiva inventario,admin
510,SALIDA,1000,Retirada masiva inventario,admin
511,SALIDA,1000,Retirada masiva inventario,admin
512,SALIDA,1000,Retirada masiva inventario,admin
513,SALIDA,1000,Retirada masiva inventario,admin
514,SALIDA,1000,Retirada masiva inventario,admin
515,SALIDA,1000,Retirada masiva inventario,admin
516,SALIDA,1000,Retirada masiva inventario,admin
517,SALIDA,1000,Retirada masiva inventario,admin
518,SALIDA,1000,Retirada masiva inventario,admin
519,SALIDA,1000,Retirada masiva inventario,admin
520,SALIDA,1000,Retirada masiva inventario,admin
521,SALIDA,1000,Retirada masiva inventario,admin
522,SALIDA,1000,Retirada masiva inventario,admin
523,SALIDA,1000,Retirada masiva inventario,admin
524,SALIDA,1000,Retirada masiva inventario,admin
525,SALIDA,1000,Retirada masiva inventario,admin
526,SALIDA,1000,Retirada masiva inventario,admin
527,SALIDA,1000,Retirada masiva inventario,admin
528,SALIDA,1000,Retirada masiva inventario,admin
529,SALIDA,1000,Retirada masiva inventario,admin
530,SALIDA,1000,Retirada masiva inventario,admin
531,SALIDA,1000,Retirada masiva inventario,admin
532,SALIDA,1000,Retirada masiva inventario,admin
533,SALIDA,1000,Retirada masiva inventario,admin
534,SALIDA,1000,Retirada masiva inventario,admin
535,SALIDA,1000,Retirada masiva inventario,admin
536,SALIDA,1000,Retirada masiva inventario,admin
537,SALIDA,1000,Retirada masiva inventario,admin
538,SALIDA,1000,Retirada masiva inventario,admin
539,SALIDA,1000,Retirada masiva inventario,admin
540,SALIDA,1000,Retirada masiva inventario,admin
541,SALIDA,1000,Retirada masiva inventario,admin
542,SALIDA,1000,Retirada masiva inventario,admin
543,SALIDA,1000,Retirada masiva inventario,admin
544,SALIDA,1000,Retirada masiva inventario,admin
545,SALIDA,1000,Retirada masiva inventario,admin
546,SALIDA,1000,Retirada masiva inventario,admin
547,SALIDA,1000,Retirada masiva inventario,admin
548,SALIDA,1000,Retirada masiva inventario,admin
549,SALIDA,1000,Retirada masiva inventario,admin
550,SALIDA,1000,Retirada masiva inventario,admin
551,SALIDA,1000,Retirada masiva inventario,admin
552,SALIDA,1000,Retirada masiva inventario,admin
553,SALIDA,1000,Retirada masiva inventario,admin
554,SALIDA,1000,Retirada masiva inventario,admin
555,SALIDA,1000,Retirada masiva inventario,admin
556,SALIDA,1000,Retirada masiva inventario,admin
557,SALIDA,1000,Retirada masiva inventario,admin
